fpl_code,fpl_player_name,fpl_first_name,fpl_second_name,fpl_position,understat_player_id,understat_first_name,understat_second_name,understat_web_name,confidence_level
199598,Ampadu,Ethan,Ampadu,DEF,6369,Ethan,Ampadu,Ampadu,HIGH
199670,Edouard,Odsonne,Edouard,FWD,3697,Odsonne,Edouard,Edouard,HIGH
199796,Cash,Matty,Cash,DEF,8864,Matty,Cash,Cash,HIGH
199798,Konsa,Ezri,Konsa Ngoyo,DEF,7726,Ezri,Konsa Ngoyo,Konsa,HIGH
200088,Nlundulu,Daniel,N'Lundulu,FWD,7983,Daniel,N'Lundulu,Nlundulu,HIGH
200089,Willock,Joe,Willock,MID,6630,Joe,Willock,Willock,HIGH
200402,N.Semedo,Nélson,Cabral Semedo,DEF,6163,Nélson,Cabral Semedo,Semedo,HIGH
200428,Lis,Mateusz,Lis,GK,11103,Mateusz,Lis,Lis,HIGH
200439,Adams,Che,Adams,FWD,7700,Che,Adams,Adams,HIGH
200600,Podence,Daniel,Castelo Podence,MID,8291,Daniel,Castelo Podence,Podence,HIGH
200617,James,Daniel,James,MID,5595,Daniel,James,James,HIGH
200641,Nelson,Reiss,Nelson,MID,6492,Reiss,Nelson,Nelson,HIGH
200720,Kelleher,Caoimhin,Kelleher,GK,7904,Caoimhin,Kelleher,Kelleher,HIGH
200785,Adams,Tyler,Adams,MID,7352,Tyler,Adams,Adams,HIGH
200826,Lo Celso,Giovani,Lo Celso,MID,5681,Giovani,Lo Celso,Lo Celso,HIGH
200834,Mukiele,Nordi,Mukiele,DEF,5659,Nordi,Mukiele,Mukiele,HIGH
200878,Krovinovic,Filip,Krovinovic,MID,8966,Filip,Krovinovic,Krovinovic,HIGH
201057,Kehrer,Thilo,Kehrer,DEF,2674,Thilo,Kehrer,Kehrer,HIGH
201084,Fosu-Mensah,Timothy,Fosu-Mensah,DEF,549,Timothy,Fosu-Mensah,Fosu-Mensah,HIGH
201410,Trusty,Auston,Trusty,DEF,11732,Auston,Trusty,Trusty,HIGH
201440,Ui-jo,Hwang,Ui-jo,FWD,7746,Hwang,Ui-jo,Ui-jo,HIGH
201595,Perri,Lucas Estella,Perri,GK,12369,Lucas,Perri,Perri,HIGH
201658,Tavernier,Marcus,Tavernier,MID,10741,Marcus,Tavernier,Tavernier,HIGH
201666,Barnes,Harvey,Barnes,MID,6681,Harvey,Barnes,Barnes,HIGH
201895,Alderete,Omar,Alderete,DEF,8986,Omar,Alderete,Alderete,HIGH
202641,Onana,André,Onana,GK,10913,André,Onana,Onana,HIGH
202993,Bentancur,Rodrigo,Bentancur,MID,6108,Rodrigo,Bentancur,Bentancur,HIGH
203325,Anguissa,André-Frank,Zambo Anguissa,MID,6434,Franck,Zambo,Zambo,HIGH
203341,Ndidi,Wilfred,Ndidi,MID,5545,Wilfred,Ndidi,Ndidi,HIGH
203368,Guilbert,Frédéric,Guilbert,DEF,3253,Frédéric,Guilbert,Guilbert,HIGH
203389,Tella,Nathan,Tella,MID,8456,Nathan,Tella,Tella,HIGH
204120,Boscagli,Olivier,Boscagli,DEF,3645,Olivier,Boscagli,Boscagli,HIGH
204214,Estupiñan,Pervis,Estupiñán,DEF,5136,Pervis,Estupiñán,Estupiñán,HIGH
204480,Rice,Declan,Rice,MID,5553,Declan,Rice,Rice,HIGH
204561,Schlager,Xaver,Schlager,MID,7783,Xaver,Schlager,Schlager,HIGH
204580,Janelt,Vitaly,Janelt,MID,9680,Vitaly,Janelt,Janelt,HIGH
204646,Malen,Donyell,Malen,MID,9749,Donyell,Malen,Malen,HIGH
204676,Zeqiri,Andi,Zeqiri,FWD,9099,Andi,Zeqiri,Zeqiri,HIGH
204716,Konaté,Ibrahima,Konaté,DEF,6326,Ibrahima,Konaté,Konaté,HIGH
204727,M.Sarr,Malang,Sarr,DEF,5648,Malang,Sarr,Sarr,HIGH
204813,Latibeaudiere,Joel,Latibeaudiere,DEF,,,,,NONE
204814,Brereton Díaz,Ben,Brereton Díaz,MID,11815,Ben,Brereton,Brereton Díaz,HIGH
204822,O.Richards,Omar,Richards,DEF,9675,Omar,Richards,Richards,HIGH
204863,Manning,Ryan,Manning,DEF,13134,Ryan,Manning,Manning,HIGH
204936,Donnarumma,Gianluigi,Donnarumma,GK,1116,Gianluigi,Donnarumma,Donnarumma,HIGH
204968,Yates,Ryan,Yates,MID,11003,Ryan,Yates,Yates,HIGH
205533,Nketiah,Eddie,Nketiah,FWD,6482,Eddie,Nketiah,Nketiah,HIGH
205651,G.Jesus,Gabriel,Fernando de Jesus,FWD,5543,Gabriel,Fernando de Jesus,Jesus,HIGH
205836,Ghoddos,Saman,Ghoddos,MID,7069,Saman,Ghoddos,Ghoddos,HIGH
206325,Zinchenko,Oleksandr,Zinchenko,DEF,2958,Oleksandr,Zinchenko,Zinchenko,HIGH
206915,Jones,Curtis,Jones,MID,6665,Curtis,Jones,Jones,HIGH
207189,Berge,Sander,Berge,MID,8285,Sander,Berge,Berge,HIGH
207270,Iversen,Daniel,Iversen,GK,10808,Daniel,Iversen,Iversen,HIGH
207283,Jensen,Mathias,Jensen,MID,7166,Mathias,Jensen,Jensen,HIGH
208481,Ömür,Abdülkadir,Ömür,MID,,,,,NONE
208706,Bruno G.,Bruno,Guimarães Rodriguez Moura,MID,8327,Bruno,Guimarães Rodriguez Moura,Bruno Guimarães,HIGH
208904,Andersen,Mads Juel,Andersen,DEF,11715,Mads,Andersen,Andersen,HIGH
208912,Worrall,Joe,Worrall,DEF,10756,Joe,Worrall,Worrall,HIGH
208973,Sierralta,Francisco,Sierralta,DEF,7081,Francisco,Sierralta,Sierralta,HIGH
209035,Panzo,Jonathan,Panzo,DEF,7247,Jonathan,Panzo,Panzo,HIGH
209036,Guéhi,Marc,Guéhi,DEF,7603,Marc,Guéhi,Guéhi,HIGH
209041,Angel,Angel,Gomes,MID,5598,Angel,Gomes,Gomes,HIGH
209042,Skipp,Oliver,Skipp,MID,7198,Oliver,Skipp,Skipp,HIGH
209045,Richards,Taylor,Richards,MID,9735,Taylor,Richards,Richards,HIGH
209046,Hudson-Odoi,Callum,Hudson-Odoi,MID,6456,Callum,Hudson-Odoi,Hudson-Odoi,HIGH
209243,Sancho,Jadon,Sancho,MID,6345,Jadon,Sancho,Sancho,HIGH
209244,Foden,Phil,Foden,MID,6055,Phil,Foden,Foden,HIGH
209288,McGill,Tom,McGill,GKP,9319,,,,MEDIUM
209289,Smith Rowe,Emile,Smith Rowe,MID,7230,Emile,Smith Rowe,Smith Rowe,HIGH
209293,Hashioka,Daiki,Hashioka,DEF,12509,Daiki,Hashioka,Hashioka,HIGH
209353,Cutrone,Patrick,Cutrone,FWD,4918,Patrick,Cutrone,Cutrone,HIGH
209362,Bernardo,Bernardo,Fernandes Da Silva Junior,DEF,5245,Bernardo,Fernandes Da Silva Junior,Bernardo,HIGH
209365,De Ligt,Matthijs,de Ligt,DEF,7902,Matthijs,de Ligt,De Ligt,HIGH
209400,Kamada,Daichi,Kamada,MID,6145,Daichi,Kamada,Kamada,HIGH
210156,Awoniyi,Taiwo,Awoniyi,FWD,7814,Taiwo,Awoniyi,Awoniyi,HIGH
210407,Pereira,Matheus,Pereira,MID,7153,Matheus,Pereira,Pereira,HIGH
210462,Sangaré,Ibrahim,Sangaré,MID,5722,Ibrahim,Sangaré,Sangaré,HIGH
210494,N.Aguerd,Nayef,Aguerd,DEF,6935,Nayef,Aguerd,Aguerd,HIGH
211975,Akanji,Manuel,Akanji,DEF,6490,Manuel,Akanji,Akanji,HIGH
212314,Lukić,Saša,Lukić,MID,1537,Sasa,Lukic,Lukic,HIGH
212319,Richarlison,Richarlison,de Andrade,FWD,6026,Richarlison,de Andrade,Richarlison,HIGH
212325,Lees-Melou,Pierre,Lees-Melou,MID,5619,Pierre,Lees-Melou,Lees-Melou,HIGH
212701,Zakaria,Denis,Zakaria,MID,6147,Denis,Zakaria,Zakaria,HIGH
212721,Lyanco,Lyanco Evangelista,Silveira Neves Vojnovic,DEF,6252,Lyanco,,Lyanco,HIGH
212723,Rashica,Milot,Rashica,MID,6523,Milot,Rashica,Rashica,HIGH
213198,Nkunku,Christopher,Nkunku,MID,3300,Christopher,Nkunku,Nkunku,HIGH
213292,Akintola,David,Akintola,MID,,,,,NONE
213345,Wesley,Wesley,Moraes,FWD,7724,Wesley,Moraes,Wesley,HIGH
213482,Valery,Yan,Valery,DEF,7280,Yan,Valery,Valery,HIGH
213687,Goode,Charlie,Goode,DEF,9687,Charlie,Goode,Goode,HIGH
213999,Álvarez,Edson,Álvarez Velázquez,MID,11926,Edson,Álvarez Velázquez,Álvarez,HIGH
214048,Kilman,Max,Kilman,DEF,7332,Max,Kilman,Kilman,HIGH
214225,Rodon,Joe,Rodon,DEF,6377,Joe,Rodon,Rodon,HIGH
214285,Tsimikas,Konstantinos,Tsimikas,DEF,8852,Konstantinos,Tsimikas,Tsimikas,HIGH
214466,Smallbone,Will,Smallbone,MID,8224,Will,Smallbone,Smallbone,HIGH
214470,Vokins,Jake,Vokins,DEF,8493,Jake,Vokins,Vokins,HIGH
214572,Austin,Brandon,Austin,GK,8093,Brandon,Austin,Austin,HIGH
214590,Wan-Bissaka,Aaron,Wan-Bissaka,DEF,5584,Aaron,Wan-Bissaka,Wan-Bissaka,HIGH
214964,Edmundson,George,Edmundson,DEF,12947,George,Edmundson,Edmundson,HIGH
215059,Sánchez,Robert,Sánchez,GK,9098,Robert,Sánchez,Sánchez,HIGH
215136,N.Williams,Neco,Williams,DEF,8204,Neco,Williams,N.Williams,HIGH
215379,Anderson,Elliot,Anderson,MID,9154,Elliot,Anderson,Anderson,HIGH
215413,Dewsbury-Hall,Kiernan,Dewsbury-Hall,MID,9739,Kiernan,Dewsbury-Hall,Dewsbury-Hall,HIGH
215439,Souček,Tomáš,Souček,MID,8288,Tomas,Soucek,Soucek,HIGH
215460,Poveda,Ian Carlo,Poveda-Ocampo,MID,8723,Ian Carlo,Poveda-Ocampo,Poveda,HIGH
215476,Sargent,Joshua,Sargent,FWD,7295,Joshua,Sargent,Sargent,HIGH
215531,Radu,Ionuț,Radu,GK,1830,Ionut,Radu,Radu,HIGH
215711,Bailey,Leon,Bailey,MID,5221,Leon,Bailey,Bailey,HIGH
216051,Dalot,Diogo,Dalot Teixeira,DEF,7281,Diogo,Dalot Teixeira,Dalot,HIGH
216054,Vinagre,Rúben Gonçalo,Silva Nascimento Vinagre,DEF,6856,Rúben,Vinagre,Vinagre,HIGH
216055,Florentino,Florentino Ibrain,Morris Luís,MID,8969,Florentino,Luís,Luís,HIGH
216058,Quina,Domingos,Quina,MID,5573,Domingos,Quina,Quina,HIGH
216094,Frimpong,Jeremie,Frimpong,DEF,9328,Jeremie,Frimpong,Frimpong,HIGH
216616,O'Shea,Dara,O'Shea,DEF,8756,Dara,O'Shea,O'Shea,HIGH
216620,Forss,Marcus,Forss,FWD,9684,Marcus,Forss,Forss,HIGH
216646,Wissa,Yoane,Wissa,FWD,5786,Yoane,Wissa,Wissa,HIGH
217331,Surridge,Sam,Surridge,FWD,5602,Sam,Surridge,Surridge,HIGH
217401,Benson,Josh,Benson,MID,7383,Josh,Benson,Benson,HIGH
217487,Samatta,Mbwana Ally,Samatta,FWD,8287,Mbwana Ally,Samatta,Samatta,HIGH
217593,Fornals,Pablo,Fornals,MID,2335,Pablo,Fornals Malla,Fornals,HIGH
218023,Dunne,Jimmy,Dunne,DEF,8481,Jimmy,Dunne,Dunne,HIGH
218031,Söyüncü,Çaglar,Söyüncü,DEF,5264,Çaglar,Söyüncü,Söyüncü,HIGH
218218,Faes,Wout,Faes,DEF,8646,Wout,Faes,Faes,HIGH
218328,Chukwueze,Samuel,Chukwueze,MID,7208,Samuel,Chukwueze,Chukwueze,HIGH
218364,Sosa,Borna,Sosa,DEF,7075,Borna,Sosa,Sosa,HIGH
218430,G.Montiel,Gonzalo,Montiel,DEF,9897,Gonzalo,Montiel,Montiel,HIGH
218997,Simms,Ellis,Simms,FWD,8582,Ellis,Simms,Simms,HIGH
219168,Isak,Alexander,Isak,FWD,5232,Alexander,Isak,Isak,HIGH
219249,O'Riley,Matt,O'Riley,MID,13206,Matt,O'Riley,O'Riley,HIGH
219279,Sugawara,Sugawara,Yukinari,DEF,12761,Sugawara,Yukinari,Sugawara,HIGH
219352,Lookman,Ademola,Lookman,MID,5556,Ademola,Lookman,Lookman,HIGH
219847,Havertz,Kai,Havertz,FWD,5220,Kai,Havertz,Havertz,HIGH
219924,Diop,Issa,Diop,DEF,3203,Issa,Diop,Diop,HIGH
219937,R.Williams,Rhys,Williams,DEF,9086,Rhys,Williams,R.Williams,HIGH
219961,Raphinha,Raphael,Dias Belloli,MID,8026,Raphael,Dias Belloli,Raphinha,HIGH
220037,Peacock-Farrell,Bailey,Peacock-Farrell,GK,8482,Bailey,Peacock-Farrell,Peacock-Farrell,HIGH
220087,Wöber,Maximilian,Wöber,DEF,7366,Maximilian,Wöber,Wöber,HIGH
220166,Navarro,Marc,Navarro,DEF,5085,Marc,Navarro,Navarro,HIGH
220237,Botman,Sven,Botman,DEF,8635,Sven,Botman,Botman,HIGH
220307,Danjuma,Arnaut,Danjuma,MID,8066,Arnaut,Danjuma Groeneveld,Groeneveld,HIGH
220362,Disasi,Axel,Disasi,DEF,6885,Axel,Disasi,Disasi,HIGH
220394,Doyle,Tommy,Doyle,MID,8496,Tommy,Doyle,Doyle,HIGH
220566,Rodrigo,Rodrigo 'Rodri',Hernandez,MID,2496,Rodrigo,Hernandez,Rodri,MEDIUM
220583,Woolfenden,Luke,Woolfenden,DEF,12746,Luke,Woolfenden,Woolfenden,HIGH
220585,Downes,Flynn,Downes,MID,10845,Flynn,Downes,Downes,HIGH
220598,Obafemi,Michael,Obafemi,FWD,6504,Michael,Obafemi,Obafemi,HIGH
220627,Justin,James,Justin,DEF,7753,James,Justin,Justin,HIGH
220684,Alese,Aji,Alese,DEF,10165,,,,MEDIUM
220686,Mumba,Bali,Mumba,DEF,9747,Bali,Mumba,Mumba,HIGH
220688,Greenwood,Mason,Greenwood,MID,7490,Mason,Greenwood,Greenwood,HIGH
220695,Maghoma,Paris,Maghoma,MID,10053,Paris,Maghoma,Maghoma,HIGH
220738,Molumby,Jayson,Molumby,MID,6350,Jayson,Molumby,Molumby,HIGH
221239,Davis,Keinan,Davis,FWD,1053,Keinan,Davis,Davis,HIGH
221389,John,John Victor,Maciel Furtado,GK,14017,John,Victor,Victor,HIGH
221399,Harrison,Jack,Harrison,MID,8720,Jack,Harrison,Harrison,HIGH
221466,Senesi,Marcos,Senesi,DEF,10864,Marcos,Senesi,Senesi,HIGH
221610,Shackleton,Jamie,Shackleton,MID,8721,Jamie,Shackleton,Shackleton,HIGH
221632,Romero,Cristian,Romero,DEF,7218,Cristian,Romero,Romero,HIGH
221820,Martinez,Lisandro,Martínez,DEF,10802,Lisandro,Martínez,Martínez,HIGH
222017,Coventry,Conor,Coventry,MID,7239,Conor,Coventry,Coventry,HIGH
222018,Johnson,Ben,Johnson,DEF,6424,Ben,Johnson,Johnson,HIGH
222531,Gibbs-White,Morgan,Gibbs-White,MID,6857,Morgan,Gibbs-White,Gibbs-White,HIGH
222564,Trincão,Francisco,Machado Mota de Castro Trincão,MID,8934,Francisco,Machado Mota de Castro Trincão,Trincão,HIGH
222625,Hirst,George,Hirst,FWD,8563,George,Hirst,Hirst,HIGH
222627,J.Virginia,João,Neves Virgínia,GK,8366,João,Virgínia,Virgínia,MEDIUM
222677,Chong,Tahith,Chong,MID,7439,Tahith,Chong,Chong,HIGH
222683,Kluivert,Justin,Kluivert,MID,6963,Justin,Kluivert,Kluivert,HIGH
222690,Malacia,Tyrell,Malacia,DEF,10803,Tyrell,Malacia,Malacia,HIGH
222694,Struijk,Pascal,Struijk,DEF,8717,Pascal,Struijk,Struijk,HIGH
223081,Klaesson,Kristoffer,Klaesson,GK,9700,Kristoffer,Klaesson,Klaesson,HIGH
223094,Haaland,Erling,Haaland,FWD,8260,Erling,Haaland,Haaland,HIGH
223175,M.Longstaff,Matthew,Longstaff,MID,8016,Matthew,Longstaff,M.Longstaff,HIGH
223336,Neil,Dan,Neil,MID,13720,Dan,Neil,Neil,HIGH
223340,Saka,Bukayo,Saka,MID,7322,Bukayo,Saka,Saka,HIGH
223434,Igor,Igor Julio,dos Santos de Paulo,DEF,7943,Igor Julio,dos Santos de Paulo,Igor,HIGH
223541,Chiesa,Federico,Chiesa,MID,1433,Federico,Chiesa,Chiesa,HIGH
223723,Tomiyasu,Tomiyasu,Takehiro,DEF,7931,Takehiro,Tomiyasu,Tomiyasu,LOW
223827,Ballard,Daniel,Ballard,DEF,13715,Dan,Ballard,Ballard,HIGH
223911,Mepham,Chris,Mepham,DEF,7384,Chris,Mepham,Mepham,HIGH
224024,L.Paquetá,Lucas,Tolentino Coelho de Lima,MID,7365,Lucas,Tolentino Coelho de Lima,Paquetá,HIGH
224068,Turner,Matt,Turner,GK,10700,Matt,Turner,Turner,HIGH
224117,Gyökeres,Viktor,Gyökeres,FWD,7254,Viktor,Gyokeres,Gyokeres,HIGH
224209,Kristensen,Rasmus,Kristensen,DEF,10750,Rasmus,Kristensen,Kristensen,HIGH
224444,Torres,Ferran,Torres,MID,6441,Ferran,Torres,Torres,HIGH
224860,C.Soler,Carlos,Soler,MID,2478,Carlos,Soler,C.Soler,HIGH
224967,Mykolenko,Vitalii,Mykolenko,DEF,10291,Vitalii,Mykolenko,Mykolenko,HIGH
224995,Sinisterra,Luis,Sinisterra,MID,10866,Luis,Sinisterra Lucumí,Sinisterra,HIGH
225295,Tetê,Mateus,Cardoso Lemos Martins,MID,10536,Tetê,,Tetê,HIGH
225321,Ramsdale,Aaron,Ramsdale,GK,5603,Aaron,Ramsdale,Ramsdale,HIGH
225702,Kalu,Samuel,Kalu,MID,6947,Samuel,Kalu,Kalu,HIGH
225796,James,Reece,James,DEF,8067,Reece,James,James,HIGH
225897,Ballo-Touré,Fodé,Ballo-Touré,DEF,5803,Fode,Toure,Toure,HIGH
225902,B.Soumaré,Boubakary,Soumaré,MID,6310,Boubakary,Soumaré,Soumaré,HIGH
226182,Bogle,Jayden,Bogle,DEF,9205,Jayden,Bogle,Bogle,HIGH
226597,Gabriel,Gabriel,dos Santos Magalhães,DEF,5613,Gabriel,dos Santos Magalhães,Gabriel,HIGH
226944,Kamara,Boubacar,Kamara,MID,5789,Boubacar,Kamara,Kamara,HIGH
226956,Roerslev,Mads,Roerslev Rasmussen,DEF,9685,Mads,Roerslev Rasmussen,Roerslev,HIGH
226965,Torp,Victor,Torp,MID,,,,,NONE
227127,Bissouma,Yves,Bissouma,MID,5609,Yves,Bissouma,Bissouma,HIGH
227444,Milenković,Nikola,Milenković,DEF,6174,Nikola,Milenković,Milenković,HIGH
227560,Etebo,Oghenekaro Peter,Etebo,MID,6538,Oghenekaro Peter,Etebo,Etebo,HIGH
228044,Sørensen,Mads,Bech Sørensen,DEF,9683,Mads,Bech Sørensen,Bech,MEDIUM
228286,Mendy,Edouard,Mendy,GK,6880,Edouard,Mendy,Mendy,HIGH
228798,Ünder,Cengiz,Ünder,MID,6162,Cengiz,Ünder,Ünder,HIGH
229164,Ogbene,Chiedozie,Ogbene,MID,11719,Chiedozie,Ogbene,Ogbene,HIGH
229384,Irving,Andy,Irving,MID,12774,Andy,Irving,Irving,HIGH
229600,Travers,Mark,Travers,GK,7582,Mark,Travers,Travers,HIGH
230001,Mazraoui,Noussair,Mazraoui,DEF,10696,Noussair,Mazraoui,Mazraoui,HIGH
230046,Douglas Luiz,Douglas Luiz,Soares de Paulo,MID,6122,Douglas Luiz,Soares de Paulo,Douglas Luiz,HIGH
230127,Tau,Percy,Tau,MID,9249,Percy,Tau,Tau,HIGH
230251,Dennis,Emmanuel,Dennis,FWD,9301,Emmanuel,Dennis,Dennis,HIGH
230348,Stewart,Ross,Stewart,FWD,13060,Ross,Stewart,Stewart,HIGH
230376,J.Arias,Jhon,Arias,MID,13741,Jhon,Arias,Arias,HIGH
230730,Thomas-Asante,Brandon,Thomas-Asante,FWD,,,,,NONE
231057,Bellegarde,Jean-Ricner,Bellegarde,MID,7762,Jean-Ricner,Bellegarde,Bellegarde,HIGH
231065,Pinnock,Ethan,Pinnock,DEF,9678,Ethan,Pinnock,Pinnock,HIGH
231372,Ndombele,Tanguy,Ndombele,MID,5962,Tanguy,Ndombele,Ndombele,HIGH
231416,F.Kadıoğlu,Ferdi,Kadioglu,DEF,13066,Ferdi,Kadioglu,F.Kadıoğlu,HIGH
231480,S.Bueno,Santiago,Bueno,DEF,10945,Santiago,Bueno,S.Bueno,HIGH
231747,Mateta,Jean-Philippe,Mateta,FWD,5735,Jean-Philippe,Mateta,Mateta,HIGH
231899,Taylor,Jack,Taylor,MID,12754,Jack,Taylor,Taylor,HIGH
232112,Ugarte,Manuel,Ugarte,MID,11766,Manuel,Ugarte,Ugarte,HIGH
232185,I.Sarr,Ismaïla,Sarr,MID,5675,Ismaila,Sarr,Sarr,HIGH
232223,Balogun,Folarin,Balogun,FWD,9690,Folarin,Balogun,Balogun,HIGH
232228,H.Clarke,Harry,Clarke,DEF,13133,Harry,Clarke,Clarke,HIGH
232247,Thompson,Dominic,Thompson,DEF,9915,Dominic,Thompson,Thompson,HIGH
232351,Giles,Ryan,Giles,MID,7277,Ryan,John Giles,Giles,HIGH
232356,Jenson Jones,Jenson,Jones,DEF,14276,,,,MEDIUM
232391,Ngakia,Jeremy,Ngakia,DEF,8235,Jeremy,Ngakia,Ngakia,HIGH
232413,Eze,Eberechi,Eze,MID,8706,Eberechi,Eze,Eze,HIGH
232423,Ferguson,Nathan,Ferguson,DEF,6451,Nathan,Ferguson,Ferguson,HIGH
232427,Harper,Rekeem,Harper,MID,5562,Rekeem,Harper,Harper,HIGH
232457,Mehmeti,Anis,Mehmeti,MID,,,,,NONE
232571,Patterson,Anthony,Patterson,GKP,13721,,,,MEDIUM
232620,Brunt,Lewis,Brunt,MID,10168,Lewis,Brunt,Brunt,HIGH
232653,Ramsey,Jacob,Ramsey,MID,8941,Jacob,Ramsey,Ramsey,HIGH
232787,Gallagher,Conor,Gallagher,MID,9040,Conor,Gallagher,Gallagher,HIGH
232792,Lamptey,Tariq,Lamptey,DEF,8226,Tariq,Lamptey,Lamptey,HIGH
232797,Ramsay,Kayne,Ramsay,DEF,7326,Kayne,Ramsay,Ramsay,HIGH
232820,Anderson,Joe,Anderson,DEF,,,,,NONE
232826,Gordon,Anthony,Gordon,MID,8150,Anthony,Gordon,Gordon,HIGH
232859,Spence,Djed,Spence,DEF,10764,Djed,Spence,Spence,HIGH
232881,Leshabela,Thakgalo,Leshabela,MID,9311,Thakgalo,Leshabela,Leshabela,HIGH
232892,Bassey,Calvin,Bassey,DEF,11728,Calvin,Bassey,Bassey,HIGH
232905,Millar,Liam,Millar,MID,,,,,NONE
232917,Muric,Arijanet,Muric,GK,7027,Arijanet,Muric,Muric,HIGH
232928,Garner,James,Garner,MID,7438,James,Garner,Garner,HIGH
232937,Williams,Brandon,Williams,DEF,8075,Brandon,Williams,B.Williams,HIGH
232980,Aarons,Max,Aarons,DEF,7688,Max,Aarons,Aarons,HIGH
233420,Renan Lodi,Renan Augusto,Lodi dos Santos,DEF,7891,Renan,Lodi,Lodi,HIGH
233425,Connolly,Aaron,Connolly,FWD,7991,Aaron,Connolly,Connolly,HIGH
233821,Ahmedhodžić,Anel,Ahmedhodžić,DEF,10386,Anel,Ahmedhodzic,Ahmedhodzic,HIGH
233963,Mavropanos,Konstantinos,Mavropanos,DEF,6722,Konstantinos,Mavropanos,Mavropanos,HIGH
234370,Roca,Marc,Roca Junqué,MID,5086,Marc,Roca,Roca,HIGH
235382,Alzate,Steven,Alzate,MID,8020,Steven,Alzate,Alzate,HIGH
235448,Balcombe,Ellery,Balcombe,GK,11985,Ellery,Balcombe,Balcombe,HIGH
235530,Kelly,Lloyd,Kelly,DEF,8090,Lloyd,Kelly,Kelly,HIGH
235546,Sørensen,Jacob,Sørensen,DEF,9748,Jacob,Sørensen,Sørensen,HIGH
235674,Solomon,Manor,Solomon,MID,10716,Manor,Solomon,Solomon,HIGH
235826,Piroe,Joël,Piroe,FWD,13835,Joël,Piroe,Piroe,HIGH
240143,Diallo,Ibrahima,Diallo,MID,6736,Ibrahima,Diallo,Diallo,HIGH
240299,Hodge,Joe,Hodge,MID,10755,Joseph,Hodge,Hodge,HIGH
240514,Scherpen,Kjell,Scherpen,GK,9960,Kjell,Scherpen,Scherpen,HIGH
240796,Fernández,Álvaro,Fernández,GK,5191,Álvaro,Fernández,Fernández,HIGH
241117,Matusiwa,Azor,Matusiwa,MID,9978,,,,MEDIUM
241157,E.Royal,Emerson,Leite de Souza Junior,DEF,7430,Emerson,Leite de Souza Junior,Emerson Royal,HIGH
241231,Beyer,Jordan,Beyer,DEF,6557,Louis,Beyer,Beyer,HIGH
241289,Wilmot,Ben,Wilmot,DEF,7216,Ben,Wilmot,Wilmot,HIGH
241293,Mason-Clark,Ephron,Mason-Clark,MID,,,,,NONE
241519,McKennie,Weston,McKennie,MID,5360,Weston,McKennie,McKennie,HIGH
242058,Kean,Moise,Kean,FWD,1304,Moise,Kean,Kean,HIGH
242166,Guendouzi,Mattéo,Guendouzi,MID,5759,Mattéo,Guendouzi,Guendouzi,HIGH
242313,Mingueza,Oscar,Mingueza,DEF,9011,,,,MEDIUM
242453,Brown,Jacob,Brown,FWD,11720,Jacob,Brown,Brown,HIGH
242880,B.Badiashile,Benoît,Badiashile,DEF,7240,Benoît,Badiashile,Badiashile,HIGH
242882,Diakité,Bafodé,Diakité,DEF,7268,Bafode,Diakite,Diakite,HIGH
242898,Johnson,Brennan,Johnson,MID,10760,Brennan,Johnson,Johnson,HIGH
243016,Mac Allister,Alexis,Mac Allister,MID,8379,Alexis,Mac Allister,Mac Allister,HIGH
243298,Gakpo,Cody,Gakpo,FWD,11296,Cody,Gakpo,Gakpo,HIGH
243345,O'Brien,Lewis,O'Brien,MID,10759,Lewis,O'Brien,O'Brien,HIGH
243413,Slater,Regan,Slater,MID,,,,,NONE
243505,Moder,Jakub,Moder,MID,9284,Jakub,Moder,Moder,HIGH
243526,Gudmundsson,Gabriel,Gudmundsson,DEF,9944,Gabriel,Gudmundsson,Gudmundsson,HIGH
243557,Diaby,Moussa,Diaby,MID,6556,Moussa,Diaby,Diaby,HIGH
243568,Gilmour,Billy,Gilmour,MID,7988,Billy,Gilmour,Gilmour,HIGH
243571,Patterson,Nathan,Patterson,DEF,10292,Nathan,Patterson,Patterson,HIGH
244042,Muniz,Rodrigo,Muniz Carvalho,FWD,10717,Rodrigo,Muniz Carvalho,Muniz,HIGH
244085,Dembélé,Siriki,Dembélé,MID,10749,Siriki,Dembélé,Dembélé,HIGH
244262,Doughty,Alfie,Doughty,DEF,11723,Alfie,Doughty,Doughty,HIGH
244560,Perraud,Romain,Perraud,DEF,6500,Romain,Perraud,Perraud,HIGH
244619,Thomas,Luke,Thomas,DEF,8562,Luke,Thomas,Thomas,HIGH
244704,Viña,Matías,Viña,DEF,9892,Matias,Viña,Viña,HIGH
244716,Cucho,Juan Camilo,Hernández Suárez,FWD,6954,Juan Camilo,Hernández Suárez,Cucho,HIGH
244723,Mitchell,Tyrick,Mitchell,DEF,8214,Tyrick,Mitchell,Mitchell,HIGH
244731,Luis Díaz,Luis,Díaz,MID,10408,Luis,Díaz,Luis Díaz,HIGH
244845,Wood,Nathan,Wood-Gordon,DEF,12763,Nathan,Wood-Gordon,Wood,HIGH
244850,Rogers,Morgan,Rogers,MID,12412,Morgan,Rogers,Rogers,HIGH
244851,Palmer,Cole,Palmer,MID,8497,Cole,Palmer,Palmer,HIGH
244856,Mengi,Teden,Mengi,DEF,12073,Teden,Mengi,Mengi,HIGH
